id, orig-N, orig-E, orig-time, basic-N, basic-E, basic-time, known-N, known-E, known-time, all_dom-N, all_dom-E, all_dom-time, fast_dom-N, fast_dom-E, fast_dom-time, dom1-N, dom1-E, dom1-time, dom2-N, dom2-E, dom2-time, dom3-N, dom3-E, dom3-time, dom4-N, dom4-E, dom4-time, dom5-N, dom5-E, dom5-time, dom_nca-N, dom_nca-E, dom_nca-time, dom_nca_full-N, dom_nca_full-E, dom_nca_full-time, dom_mixed-N, dom_mixed-E, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-E, dom_mixed_full-time
e_002, 1024, 3322, 0.00, 219, 1080, 0.00, 214, 1045, 0.00, 202, 955, 7.63, 214, 1045, 7.63, 214, 1045, 7.63, 214, 1045, 7.63, 214, 1045, 7.63, 214, 1045, 7.63, 214, 1045, 8.28, 214, 1045, 8.28, 202, 955, 8.34, 214, 1045, 8.34, 203, 1031, 13.21
e_003, 1024, 6055, 0.00, 919, 5594, 0.00, 402, 2266, 0.01, 199, 588, 0.01, 199, 588, 0.02, 199, 588, 0.03, 199, 588, 0.04, 402, 2266, 0.04, 402, 2266, 0.05, 199, 588, 0.06, 402, 2266, 0.06, 402, 2266, 0.07, 402, 2266, 0.07, 402, 2266, 0.08
e_004, 961, 5081, 0.00, 95, 524, 0.00, 7, 27, 0.00, 4, 8, 0.00, 4, 8, 0.00, 7, 27, 0.00, 7, 27, 0.00, 7, 27, 0.00, 7, 27, 0.00, 4, 8, 0.00, 7, 27, 0.00, 7, 27, 0.00, 7, 26, 0.00, 7, 26, 0.00
e_005, 1024, 5736, 0.00, 875, 5136, 0.00, 313, 1634, 0.00, 145, 444, 0.01, 145, 444, 0.02, 159, 477, 0.02, 159, 477, 0.03, 313, 1634, 0.03, 313, 1634, 0.03, 159, 477, 0.04, 313, 1634, 0.04, 313, 1634, 0.04, 313, 1632, 0.05, 313, 1632, 0.05
e_006, 808, 2211, 0.00, 19, 45, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_007, 912, 4198, 0.00, 137, 570, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00
e_008, 2047, 15020, 0.00, 1908, 14272, 0.00, 405, 2528, 0.01, 170, 398, 0.02, 170, 398, 0.04, 170, 398, 0.05, 170, 398, 0.06, 405, 2528, 0.07, 405, 2528, 0.08, 170, 398, 0.09, 405, 2528, 0.10, 405, 2528, 0.10, 405, 2528, 0.11, 405, 2528, 0.12
e_009, 1000, 6804, 0.00, 380, 1677, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.01, 0, 0, 0.01, 0, 0, 0.01, 0, 0, 0.01, 0, 0, 0.01
e_010, 1016, 7005, 0.00, 798, 6136, 0.00, 655, 4493, 0.01, 566, 3230, 0.27, 634, 4091, 0.31, 652, 4444, 0.32, 640, 4211, 0.34, 637, 4166, 0.36, 581, 3736, 0.40, 569, 3604, 0.43, 655, 4478, 0.45, 596, 3688, 0.47, 655, 4479, 0.49, 645, 4389, 0.63
e_011, 4086, 15076, 0.00, 2219, 7792, 0.00, 181, 448, 0.01, 174, 410, 0.01, 174, 410, 0.02, 174, 410, 0.03, 174, 410, 0.03, 181, 448, 0.04, 181, 448, 0.04, 174, 410, 0.04, 181, 448, 0.05, 181, 448, 0.06, 181, 448, 0.06, 181, 448, 0.07
e_012, 4092, 15066, 0.00, 2357, 8332, 0.00, 239, 587, 0.01, 232, 535, 0.01, 232, 535, 0.02, 232, 535, 0.03, 232, 535, 0.03, 239, 587, 0.04, 239, 587, 0.04, 232, 535, 0.05, 239, 587, 0.05, 239, 587, 0.06, 239, 587, 0.06, 239, 587, 0.07
e_013, 1924, 7038, 0.00, 519, 2636, 0.00, 138, 504, 0.01, 102, 268, 0.01, 102, 268, 0.01, 112, 329, 0.02, 110, 313, 0.03, 118, 383, 0.03, 118, 383, 0.03, 110, 313, 0.04, 138, 504, 0.04, 138, 504, 0.04, 131, 467, 0.04, 131, 467, 0.05
e_014, 1951, 7847, 0.00, 670, 3275, 0.00, 141, 628, 0.01, 100, 356, 0.02, 111, 438, 0.02, 119, 520, 0.03, 118, 498, 0.03, 133, 556, 0.04, 124, 481, 0.04, 100, 362, 0.05, 141, 628, 0.06, 141, 624, 0.06, 141, 625, 0.07, 141, 625, 0.07
e_015, 1979, 9390, 0.00, 909, 4984, 0.00, 139, 622, 0.00, 46, 98, 0.01, 46, 98, 0.01, 88, 238, 0.02, 80, 205, 0.02, 131, 589, 0.03, 131, 589, 0.03, 80, 205, 0.03, 139, 622, 0.04, 139, 622, 0.04, 122, 572, 0.04, 122, 572, 0.05
e_016, 1939, 10655, 0.00, 285, 1016, 0.00, 14, 38, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 14, 38, 0.00, 14, 38, 0.00, 12, 24, 0.00, 14, 38, 0.00, 14, 38, 0.00, 14, 38, 0.00, 14, 38, 0.00
e_017, 886, 3800, 0.00, 188, 740, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_018, 1923, 5964, 0.00, 707, 2734, 0.00, 150, 502, 0.00, 96, 212, 0.00, 96, 212, 0.01, 96, 212, 0.01, 96, 212, 0.01, 150, 502, 0.01, 150, 502, 0.01, 96, 212, 0.01, 150, 502, 0.02, 150, 502, 0.02, 150, 502, 0.02, 150, 502, 0.02
e_019, 2034, 11718, 0.00, 1669, 10045, 0.00, 349, 1630, 0.01, 204, 538, 0.02, 204, 538, 0.03, 208, 563, 0.04, 208, 563, 0.05, 345, 1568, 0.06, 345, 1568, 0.06, 204, 538, 0.07, 349, 1630, 0.08, 349, 1630, 0.08, 346, 1612, 0.09, 346, 1612, 0.10
e_020, 1906, 7039, 0.00, 593, 2888, 0.00, 130, 476, 0.01, 89, 235, 0.01, 89, 235, 0.01, 110, 310, 0.02, 106, 304, 0.02, 112, 362, 0.03, 112, 362, 0.03, 102, 281, 0.04, 130, 476, 0.04, 130, 471, 0.04, 110, 397, 0.05, 97, 301, 0.05
e_021, 1872, 6147, 0.00, 488, 2193, 0.00, 80, 265, 0.00, 60, 138, 0.00, 60, 138, 0.01, 66, 169, 0.01, 66, 169, 0.01, 74, 232, 0.01, 75, 238, 0.01, 63, 153, 0.02, 80, 265, 0.02, 80, 265, 0.02, 80, 263, 0.02, 80, 263, 0.02
e_022, 830, 1884, 0.00, 110, 314, 0.00, 20, 51, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 12, 24, 0.00, 20, 51, 0.00, 20, 51, 0.00, 20, 50, 0.00, 20, 50, 0.00
e_023, 1600, 5400, 0.00, 143, 430, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00
e_024, 1920, 7546, 0.00, 678, 3435, 0.00, 102, 430, 0.00, 38, 102, 0.01, 38, 102, 0.01, 71, 185, 0.01, 71, 185, 0.01, 100, 410, 0.02, 100, 410, 0.02, 38, 102, 0.02, 102, 430, 0.02, 102, 430, 0.02, 90, 400, 0.03, 90, 400, 0.03
e_025, 860, 2802, 0.00, 94, 240, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_026, 723, 1365, 0.00, 81, 214, 0.00, 6, 20, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 6, 20, 0.00, 6, 20, 0.00, 0, 0, 0.00, 6, 20, 0.00, 6, 20, 0.00, 6, 20, 0.00, 6, 20, 0.00
e_027, 1899, 9406, 0.00, 246, 830, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_028, 1930, 7372, 0.00, 827, 4142, 0.00, 218, 814, 0.01, 178, 622, 0.01, 178, 622, 0.02, 203, 725, 0.03, 187, 650, 0.03, 198, 714, 0.04, 198, 714, 0.05, 184, 644, 0.06, 218, 814, 0.06, 218, 814, 0.07, 215, 802, 0.07, 215, 802, 0.08
e_029, 1938, 11302, 0.00, 387, 1355, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.00
e_030, 2025, 11894, 0.00, 1574, 9448, 0.00, 117, 609, 0.00, 55, 129, 0.01, 55, 129, 0.01, 55, 129, 0.02, 55, 129, 0.03, 115, 587, 0.03, 115, 587, 0.03, 55, 129, 0.04, 117, 609, 0.04, 117, 609, 0.04, 117, 609, 0.05, 117, 609, 0.05
e_031, 4053, 26071, 0.00, 2849, 18124, 0.00, 426, 1771, 0.01, 176, 404, 0.03, 176, 404, 0.05, 225, 550, 0.07, 224, 544, 0.09, 424, 1755, 0.10, 424, 1755, 0.11, 222, 521, 0.12, 426, 1771, 0.14, 426, 1771, 0.15, 421, 1756, 0.16, 421, 1756, 0.18
e_032, 2010, 10642, 0.00, 1259, 7103, 0.00, 161, 734, 0.00, 73, 176, 0.01, 73, 176, 0.02, 73, 176, 0.02, 73, 176, 0.03, 161, 734, 0.03, 161, 734, 0.03, 73, 176, 0.04, 161, 734, 0.04, 161, 734, 0.04, 161, 734, 0.05, 161, 734, 0.05
e_033, 850, 2010, 0.00, 153, 442, 0.00, 29, 69, 0.00, 28, 62, 0.00, 28, 62, 0.00, 28, 63, 0.00, 28, 63, 0.00, 29, 69, 0.00, 29, 69, 0.00, 28, 63, 0.00, 29, 69, 0.00, 29, 69, 0.00, 29, 68, 0.00, 29, 68, 0.00
e_034, 940, 2650, 0.00, 330, 1289, 0.00, 25, 62, 0.00, 21, 42, 0.00, 21, 42, 0.00, 21, 42, 0.00, 21, 42, 0.00, 25, 62, 0.00, 25, 62, 0.00, 21, 42, 0.00, 25, 62, 0.00, 25, 62, 0.00, 25, 62, 0.00, 25, 62, 0.00
e_035, 4095, 17074, 0.00, 3347, 13592, 0.00, 654, 1980, 0.03, 558, 1506, 0.05, 558, 1506, 0.08, 558, 1506, 0.10, 558, 1506, 0.12, 654, 1980, 0.13, 654, 1980, 0.15, 558, 1506, 0.17, 654, 1980, 0.19, 702, 2114, 0.20, 654, 1980, 0.22, 654, 1980, 0.23
e_036, 4091, 29827, 0.00, 3841, 28395, 0.00, 838, 5283, 0.02, 291, 670, 0.05, 291, 670, 0.09, 291, 670, 0.12, 291, 670, 0.15, 811, 5138, 0.17, 811, 5138, 0.20, 291, 670, 0.23, 838, 5283, 0.24, 838, 5283, 0.26, 833, 5270, 0.28, 833, 5270, 0.30
e_037, 4094, 28675, 0.00, 3873, 27696, 0.00, 2480, 16360, 0.02, 1463, 6180, 0.12, 1463, 6180, 0.20, 1465, 6209, 0.27, 1464, 6197, 0.34, 2468, 16178, 0.37, 2468, 16178, 0.40, 1463, 6184, 0.47, 2480, 16360, 0.49, 2480, 16360, 0.51, 2480, 16356, 0.54, 2480, 16356, 0.56
e_038, 761, 1496, 0.00, 95, 287, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_039, 928, 2570, 0.00, 363, 1241, 0.00, 30, 88, 0.00, 25, 50, 0.00, 25, 50, 0.00, 25, 50, 0.00, 25, 50, 0.00, 30, 88, 0.00, 30, 88, 0.00, 25, 50, 0.00, 30, 88, 0.00, 30, 88, 0.00, 30, 88, 0.00, 30, 88, 0.00
e_040, 4016, 21948, 0.00, 2044, 11058, 0.00, 269, 975, 0.01, 162, 383, 0.02, 162, 383, 0.03, 169, 406, 0.04, 162, 383, 0.04, 253, 891, 0.05, 253, 891, 0.06, 162, 383, 0.07, 269, 975, 0.07, 269, 975, 0.08, 263, 957, 0.08, 263, 957, 0.09
e_041, 4093, 27082, 0.00, 3679, 25294, 0.00, 2133, 13020, 0.03, 1257, 5184, 0.11, 1257, 5184, 0.19, 1269, 5271, 0.26, 1261, 5226, 0.33, 2100, 12726, 0.37, 2100, 12726, 0.41, 1257, 5184, 0.46, 2133, 13020, 0.49, 2133, 13020, 0.52, 2133, 13013, 0.55, 2133, 13013, 0.58
e_042, 1554, 5013, 0.00, 149, 467, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_043, 1623, 5700, 0.00, 148, 464, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00
e_044, 4044, 23319, 0.00, 2522, 14241, 0.00, 325, 1204, 0.01, 152, 336, 0.02, 152, 336, 0.04, 152, 336, 0.05, 152, 336, 0.06, 324, 1192, 0.07, 324, 1192, 0.07, 152, 336, 0.08, 325, 1204, 0.09, 325, 1204, 0.10, 303, 1150, 0.11, 303, 1150, 0.12
e_045, 4093, 30202, 0.00, 3972, 29576, 0.00, 2816, 19785, 0.02, 1510, 6321, 0.11, 1510, 6321, 0.19, 1510, 6321, 0.27, 1510, 6321, 0.35, 2816, 19785, 0.37, 2816, 19785, 0.40, 1510, 6321, 0.46, 2816, 19785, 0.48, 2816, 19785, 0.51, 2816, 19785, 0.53, 2816, 19785, 0.55
e_046, 948, 2671, 0.00, 316, 1215, 0.00, 50, 180, 0.00, 33, 66, 0.00, 33, 66, 0.00, 33, 66, 0.00, 33, 66, 0.00, 50, 180, 0.00, 50, 180, 0.00, 33, 66, 0.00, 50, 180, 0.00, 50, 180, 0.00, 50, 180, 0.00, 50, 180, 0.00
e_047, 4092, 28612, 0.00, 3827, 27287, 0.00, 2694, 17433, 0.05, 1457, 6186, 0.17, 1457, 6186, 0.28, 1529, 6473, 0.38, 1527, 6447, 0.47, 2685, 17295, 0.52, 2685, 17295, 0.58, 1512, 6351, 0.68, 2694, 17433, 0.72, 2694, 17433, 0.77, 2694, 17427, 0.82, 2694, 17427, 0.87
e_049, 4057, 23857, 0.00, 2960, 18521, 0.00, 842, 4041, 0.03, 525, 1541, 0.07, 525, 1541, 0.10, 545, 1734, 0.13, 533, 1612, 0.16, 748, 3255, 0.19, 747, 3245, 0.22, 528, 1574, 0.24, 842, 4041, 0.26, 842, 4041, 0.28, 840, 4004, 0.30, 840, 4003, 0.32
e_050, 4096, 20102, 0.00, 2408, 9364, 0.02, 2400, 9338, 0.03, 2408, 9364, 0.05, 2400, 9338, 0.07, 2408, 9364, 0.08, 2400, 9338, 0.09, 2400, 9338, 0.10, 2400, 9338, 0.12, 2408, 9364, 0.13, 2408, 9364, 0.14, 2400, 9338, 0.16, 2400, 9338, 0.17, 2408, 9364, 0.18
e_051, 3855, 12946, 0.00, 346, 940, 0.00, 336, 906, 0.01, 346, 940, 0.01, 346, 940, 0.01, 332, 904, 0.01, 346, 940, 0.01, 332, 904, 0.01, 346, 940, 0.01, 346, 940, 0.01, 346, 940, 0.02, 329, 880, 0.02, 346, 940, 0.02, 332, 904, 0.02
e_053, 4080, 26872, 0.00, 3677, 25004, 0.00, 518, 2962, 0.02, 213, 454, 0.04, 213, 454, 0.06, 213, 454, 0.09, 213, 454, 0.11, 518, 2962, 0.12, 518, 2962, 0.13, 213, 454, 0.15, 518, 2962, 0.17, 518, 2962, 0.18, 518, 2962, 0.19, 518, 2962, 0.21
e_054, 811, 1951, 0.00, 294, 799, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_055, 3844, 12085, 0.00, 1827, 6679, 0.00, 402, 1386, 0.01, 220, 558, 0.02, 220, 558, 0.03, 220, 558, 0.03, 220, 558, 0.04, 402, 1386, 0.05, 402, 1386, 0.05, 220, 558, 0.06, 402, 1386, 0.07, 402, 1386, 0.07, 402, 1386, 0.08, 402, 1386, 0.08
e_056, 4086, 26915, 0.00, 3721, 25095, 0.00, 540, 3327, 0.01, 237, 588, 0.04, 237, 588, 0.06, 237, 588, 0.08, 237, 588, 0.10, 528, 3246, 0.12, 528, 3246, 0.13, 237, 588, 0.15, 540, 3327, 0.16, 540, 3327, 0.17, 535, 3314, 0.19, 535, 3314, 0.20
e_057, 3847, 12298, 0.00, 1921, 7153, 0.00, 455, 1618, 0.01, 274, 700, 0.02, 274, 700, 0.03, 274, 700, 0.04, 274, 700, 0.05, 455, 1618, 0.06, 455, 1618, 0.07, 274, 700, 0.07, 455, 1618, 0.08, 455, 1618, 0.08, 455, 1618, 0.09, 455, 1618, 0.10
e_058, 8167, 27574, 0.00, 2858, 9112, 0.01, 265, 599, 0.01, 265, 599, 0.02, 265, 599, 0.03, 265, 599, 0.03, 265, 599, 0.04, 265, 599, 0.04, 265, 599, 0.05, 265, 599, 0.06, 265, 599, 0.06, 265, 599, 0.07, 265, 599, 0.07, 265, 599, 0.08
e_059, 722, 1124, 0.00, 104, 282, 0.00, 9, 24, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 9, 24, 0.00, 9, 24, 0.00, 8, 16, 0.00, 9, 24, 0.00, 9, 24, 0.00, 9, 24, 0.00, 9, 24, 0.00
e_060, 4052, 22629, 0.00, 2922, 17907, 0.00, 881, 4525, 0.02, 395, 1142, 0.06, 395, 1142, 0.10, 502, 1472, 0.12, 479, 1375, 0.15, 846, 4307, 0.17, 846, 4307, 0.19, 468, 1337, 0.21, 881, 4525, 0.23, 881, 4525, 0.25, 881, 4517, 0.27, 881, 4517, 0.29
e_061, 1724, 4320, 0.00, 273, 832, 0.00, 22, 66, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 22, 66, 0.00, 22, 66, 0.00, 18, 38, 0.00, 22, 66, 0.00, 22, 66, 0.00, 22, 66, 0.00, 22, 66, 0.00
e_062, 763, 1272, 0.00, 132, 372, 0.00, 17, 48, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 17, 48, 0.00, 17, 48, 0.00, 5, 10, 0.00, 17, 48, 0.00, 17, 48, 0.00, 17, 48, 0.00, 17, 48, 0.00
e_063, 4062, 23766, 0.00, 3197, 19562, 0.00, 925, 4864, 0.02, 400, 1058, 0.06, 400, 1058, 0.09, 475, 1270, 0.12, 467, 1233, 0.15, 867, 4465, 0.17, 867, 4465, 0.19, 461, 1203, 0.21, 925, 4864, 0.23, 925, 4864, 0.24, 925, 4851, 0.26, 925, 4851, 0.27
e_064, 1892, 6447, 0.00, 577, 2322, 0.00, 49, 172, 0.00, 16, 32, 0.00, 16, 32, 0.00, 16, 32, 0.01, 16, 32, 0.01, 49, 172, 0.01, 49, 172, 0.01, 16, 32, 0.01, 49, 172, 0.01, 49, 172, 0.01, 49, 172, 0.01, 49, 172, 0.01
e_065, 8089, 48759, 0.00, 4711, 28170, 0.01, 689, 3029, 0.03, 352, 928, 0.06, 352, 928, 0.10, 425, 1129, 0.12, 425, 1129, 0.15, 670, 2829, 0.17, 670, 2829, 0.20, 423, 1110, 0.22, 689, 3029, 0.24, 689, 3029, 0.26, 677, 2964, 0.28, 689, 3020, 0.30
e_066, 8180, 29503, 0.00, 4007, 13675, 0.01, 394, 973, 0.02, 316, 711, 0.04, 316, 711, 0.05, 316, 711, 0.07, 316, 711, 0.08, 394, 973, 0.09, 394, 973, 0.10, 316, 711, 0.11, 394, 973, 0.12, 394, 973, 0.13, 394, 973, 0.14, 394, 973, 0.15
e_067, 1392, 4241, 0.00, 133, 330, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_068, 4067, 24043, 0.00, 3203, 20333, 0.01, 890, 4821, 0.02, 421, 1196, 0.07, 421, 1196, 0.11, 503, 1434, 0.14, 499, 1410, 0.17, 877, 4694, 0.19, 877, 4694, 0.21, 482, 1355, 0.23, 890, 4821, 0.24, 890, 4821, 0.26, 890, 4816, 0.28, 890, 4816, 0.29
e_069, 4053, 22368, 0.00, 2832, 16816, 0.00, 764, 3771, 0.02, 426, 1129, 0.04, 426, 1129, 0.07, 434, 1198, 0.10, 427, 1146, 0.12, 730, 3489, 0.14, 730, 3489, 0.15, 421, 1126, 0.17, 764, 3771, 0.19, 764, 3771, 0.20, 764, 3759, 0.21, 764, 3759, 0.23
e_070, 1817, 5184, 0.00, 513, 1624, 0.00, 33, 98, 0.00, 28, 58, 0.00, 28, 58, 0.00, 28, 58, 0.00, 28, 58, 0.01, 33, 98, 0.01, 33, 98, 0.01, 28, 58, 0.01, 33, 98, 0.01, 33, 98, 0.01, 33, 98, 0.01, 33, 98, 0.01
e_071, 1789, 4896, 0.00, 398, 1254, 0.00, 31, 86, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 31, 86, 0.00, 31, 86, 0.00, 24, 48, 0.00, 31, 86, 0.00, 31, 86, 0.00, 31, 86, 0.00, 31, 86, 0.00
e_072, 3968, 18054, 0.00, 2212, 11498, 0.00, 609, 2618, 0.01, 331, 862, 0.03, 331, 862, 0.05, 380, 1008, 0.06, 379, 1000, 0.08, 607, 2594, 0.09, 607, 2594, 0.10, 379, 1000, 0.11, 609, 2618, 0.12, 609, 2618, 0.13, 581, 2532, 0.14, 581, 2532, 0.15
e_073, 8132, 51796, 0.00, 6192, 41910, 0.01, 2050, 10794, 0.05, 976, 2877, 0.15, 976, 2877, 0.24, 1028, 3186, 0.31, 989, 2955, 0.39, 1903, 9542, 0.46, 1903, 9542, 0.53, 968, 2865, 0.59, 2050, 10794, 0.64, 2050, 10794, 0.68, 2015, 10524, 0.74, 2015, 10523, 0.79
e_074, 802, 1525, 0.00, 248, 671, 0.00, 5, 16, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 5, 16, 0.00, 5, 16, 0.00, 4, 8, 0.00, 5, 16, 0.00, 5, 16, 0.00, 5, 16, 0.00, 5, 16, 0.00
e_075, 8189, 31504, 0.00, 5402, 19961, 0.01, 685, 1802, 0.02, 568, 1371, 0.04, 568, 1371, 0.07, 571, 1384, 0.09, 568, 1371, 0.10, 682, 1789, 0.12, 682, 1789, 0.14, 568, 1371, 0.15, 685, 1802, 0.17, 685, 1802, 0.18, 685, 1801, 0.20, 685, 1801, 0.21
e_076, 8153, 51863, 0.00, 6867, 45423, 0.01, 1604, 9140, 0.04, 599, 1542, 0.11, 599, 1542, 0.17, 708, 1824, 0.23, 708, 1824, 0.29, 1590, 9061, 0.33, 1590, 9061, 0.37, 593, 1526, 0.42, 1604, 9140, 0.45, 1604, 9140, 0.48, 1573, 9014, 0.52, 1573, 9014, 0.56
e_077, 8168, 54744, 0.00, 7402, 51303, 0.01, 1122, 6417, 0.04, 446, 1028, 0.10, 446, 1028, 0.16, 498, 1159, 0.23, 498, 1159, 0.29, 1121, 6401, 0.32, 1121, 6401, 0.36, 446, 1028, 0.41, 1122, 6417, 0.44, 1122, 6417, 0.47, 1115, 6392, 0.51, 1115, 6392, 0.54
e_078, 3960, 15992, 0.00, 2107, 9887, 0.00, 345, 1442, 0.01, 158, 356, 0.02, 158, 356, 0.03, 158, 356, 0.04, 158, 356, 0.05, 345, 1442, 0.06, 345, 1442, 0.07, 158, 356, 0.08, 345, 1442, 0.08, 345, 1442, 0.09, 345, 1442, 0.10, 345, 1442, 0.11
e_079, 8153, 52154, 0.00, 7018, 46613, 0.01, 1407, 7385, 0.04, 658, 1569, 0.12, 658, 1569, 0.20, 676, 1660, 0.27, 659, 1578, 0.34, 1390, 7186, 0.38, 1390, 7186, 0.42, 654, 1540, 0.46, 1407, 7385, 0.49, 1407, 7385, 0.53, 1407, 7376, 0.56, 1407, 7376, 0.59
e_080, 1024, 3480, 0.00, 296, 1379, 0.00, 292, 1349, 0.00, 291, 1330, 7.65, 292, 1349, 7.65, 292, 1349, 7.65, 292, 1349, 7.65, 292, 1349, 7.66, 292, 1349, 7.66, 292, 1349, 9.54, 292, 1349, 9.55, 291, 1330, 10.70, 292, 1349, 10.70, 292, 1349, 12.36
e_081, 8142, 51030, 0.00, 6963, 45552, 0.01, 1488, 8211, 0.05, 576, 1406, 0.12, 576, 1406, 0.19, 704, 1725, 0.25, 701, 1706, 0.31, 1465, 8018, 0.36, 1464, 8008, 0.40, 695, 1689, 0.45, 1488, 8211, 0.48, 1488, 8211, 0.51, 1459, 8082, 0.55, 1459, 8082, 0.60
e_082, 8058, 43548, 0.00, 5689, 30907, 0.01, 308, 1238, 0.02, 158, 320, 0.04, 158, 320, 0.06, 158, 320, 0.08, 158, 320, 0.10, 308, 1238, 0.12, 308, 1238, 0.13, 158, 320, 0.15, 308, 1238, 0.17, 308, 1238, 0.18, 308, 1238, 0.19, 308, 1238, 0.21
e_083, 1712, 3537, 0.00, 466, 1382, 0.00, 33, 102, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 33, 102, 0.00, 33, 102, 0.00, 20, 40, 0.00, 33, 102, 0.00, 33, 102, 0.00, 33, 102, 0.00, 33, 102, 0.00
e_084, 503, 1024, 0.00, 116, 398, 0.00, 114, 391, 0.00, 114, 391, 4.08, 114, 391, 4.08, 114, 391, 4.08, 114, 391, 4.08, 114, 391, 4.08, 114, 391, 4.08, 114, 391, 4.16, 114, 391, 4.16, 114, 391, 4.21, 114, 391, 4.21, 114, 391, 7.78
e_086, 16360, 124104, 0.00, 15460, 119107, 0.02, 3438, 21983, 0.10, 1173, 2896, 0.28, 1173, 2896, 0.46, 1173, 2896, 0.63, 1173, 2896, 0.80, 3435, 21897, 0.89, 3435, 21897, 0.98, 1173, 2896, 1.10, 3438, 21983, 1.18, 3438, 21983, 1.26, 3438, 21982, 1.35, 3438, 21982, 1.44
