id, orig-N, orig-M, orig-time, basic-N, basic-M, basic-time, known-N, known-M, known-time, all_dom-N, all_dom-M, all_dom-time, fast_dom-N, fast_dom-M, fast_dom-time, dom12-N, dom12-M, dom12-time, dom3-N, dom3-M, dom3-time, dom4-N, dom4-M, dom4-time, dom5-N, dom5-M, dom5-time, dom_nca-N, dom_nca-M, dom_nca-time, dom_nca_full-N, dom_nca_full-M, dom_nca_full-time, dom_mixed-N, dom_mixed-M, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-M, dom_mixed_full-time
e_197, 4096, 93346, 0.00, 4085, 93276, 0.01, 4078, 90123, 0.13, 4071, 89394, 2.80, 4071, 89828, 3.15, 4072, 89892, 3.33, 4074, 89929, 3.51, 4076, 90025, 3.70, 4073, 89928, 3.98, 4078, 90119, 4.16, 4078, 89679, 5.68, 4078, 90123, 5.76, 4078, 90123, 6.08
e_198, 8192, 230662, 0.00, 8192, 230662, 0.01, 8182, 219681, 0.20, 8150, 217112, 2.94, 8156, 218605, 3.87, 8159, 218839, 4.43, 8169, 219070, 4.81, 8168, 219052, 5.19, 8152, 218602, 5.82, 8182, 219630, 6.13, 8180, 218301, 7.02, 8182, 219680, 7.25, 8182, 219681, 7.56
e_199, 16384, 559996, 0.00, 16384, 559996, 0.02, 16384, 533425, 0.20, 16154, 519032, 2.20, 16154, 519037, 3.69, 16156, 519164, 5.05, 16354, 531655, 5.51, 16354, 531655, 5.96, 16155, 519117, 7.72, 16384, 533412, 8.16, 16384, 533407, 8.47, 16384, 533397, 8.76, 16384, 533397, 9.21
e_200, 32767, 503421, 0.00, 32464, 500904, 0.06, 32302, 470067, 0.91, 32136, 461679, 15.76, 32168, 466578, 20.83, 32202, 467605, 23.22, 32210, 467793, 24.79, 32225, 468209, 26.74, 32188, 467215, 29.66, 32296, 469808, 30.91, 32279, 465494, 33.78, 32302, 470023, 34.69, 32295, 469975, 35.99
h_001, 1014, 2103, 0.00, 260, 929, 0.00, 260, 929, 0.00, 260, 928, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.04, 260, 929, 0.04, 260, 928, 0.05, 260, 929, 0.05, 260, 929, 0.05
h_002, 1024, 3473, 0.00, 302, 1516, 0.00, 300, 1492, 0.00, 289, 1411, 101.85, 300, 1492, 101.85, 300, 1492, 101.85, 300, 1492, 101.85, 293, 1457, 101.89, 293, 1457, 113.65, 300, 1492, 113.65, 289, 1411, 116.95, 300, 1492, 116.95, 300, 1492, 139.90
h_003, 1024, 3480, 0.00, 296, 1379, 0.00, 292, 1349, 0.00, 291, 1330, 8.17, 292, 1349, 8.17, 292, 1349, 8.17, 292, 1349, 8.17, 292, 1349, 8.17, 292, 1349, 11.12, 292, 1349, 11.12, 291, 1330, 12.82, 292, 1349, 12.82, 292, 1349, 14.96
h_004, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 5.47, 392, 1921, 5.47, 392, 1921, 5.48, 392, 1921, 5.48, 392, 1921, 5.53, 392, 1921, 8.21, 392, 1921, 8.21, 389, 1903, 9.52, 392, 1921, 9.52, 392, 1921, 10.74
h_005, 843, 3995, 0.00, 794, 3896, 0.00, 159, 567, 0.00, 159, 567, 80.70, 159, 567, 80.70, 159, 567, 80.71, 159, 567, 80.71, 159, 567, 80.97, 159, 567, 88.81, 159, 567, 88.81, 159, 567, 89.10, 159, 567, 89.10, 159, 567, 160.66
h_006, 2002, 4096, 0.00, 483, 1723, 0.00, 482, 1719, 0.00, 482, 1719, 0.02, 482, 1719, 0.02, 482, 1719, 0.02, 482, 1719, 0.02, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04
h_007, 2001, 4096, 0.00, 458, 1667, 0.00, 458, 1667, 0.00, 458, 1667, 0.02, 458, 1667, 0.02, 458, 1667, 0.03, 458, 1667, 0.03, 458, 1667, 0.03, 458, 1667, 0.04, 458, 1667, 0.04, 458, 1667, 0.04, 458, 1667, 0.05, 458, 1667, 0.05
h_008, 1024, 5222, 0.00, 333, 2129, 0.00, 331, 2083, 0.00, 320, 1891, 179.61, 331, 2083, 179.62, 331, 2083, 179.62, 331, 2083, 179.62, 331, 2083, 179.63, 331, 2083, 202.98, 331, 2083, 202.99, 320, 1893, 212.39, 331, 2083, 212.39, 326, 2066, 317.13
h_009, 1024, 5231, 0.00, 342, 2218, 0.00, 342, 2126, 0.00, 333, 1968, 249.09, 342, 2126, 249.09, 342, 2126, 249.09, 342, 2126, 249.09, 342, 2126, 250.14, 342, 2126, 303.71, 342, 2126, 303.72, 333, 1967, 324.02, 342, 2126, 324.02, 340, 2122, 468.56
h_010, 1024, 5471, 0.00, 549, 3678, 0.00, 548, 3650, 0.00, 548, 3636, 4.89, 548, 3650, 4.89, 548, 3650, 4.89, 548, 3650, 4.89, 548, 3650, 4.90, 548, 3650, 7.09, 548, 3650, 7.09, 548, 3636, 9.60, 548, 3650, 9.60, 548, 3650, 10.26
h_011, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.00, 515, 3292, 1.10, 515, 3293, 1.11, 515, 3295, 1.11, 515, 3295, 1.11, 515, 3295, 1.11, 515, 3295, 1.41, 515, 3293, 1.41, 515, 3294, 1.78, 515, 3295, 1.78, 515, 3295, 1.88
h_012, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.17, 563, 3527, 1.17, 563, 3527, 1.17, 563, 3527, 1.18, 563, 3527, 1.18, 563, 3527, 1.81, 563, 3527, 1.81, 563, 3526, 2.26, 563, 3527, 2.27, 563, 3527, 2.33
h_013, 2033, 5216, 0.00, 909, 3416, 0.00, 909, 3415, 0.00, 909, 3415, 0.03, 909, 3415, 0.04, 909, 3415, 0.04, 909, 3415, 0.04, 909, 3415, 0.04, 909, 3415, 0.06, 909, 3415, 0.06, 909, 3415, 0.07, 909, 3415, 0.07, 909, 3415, 0.08
h_014, 2029, 5219, 0.00, 884, 3309, 0.00, 884, 3309, 0.00, 884, 3309, 0.03, 884, 3309, 0.03, 884, 3309, 0.04, 884, 3309, 0.04, 884, 3309, 0.04, 884, 3309, 0.05, 884, 3309, 0.05, 884, 3309, 0.06, 884, 3309, 0.06, 884, 3309, 0.07
h_015, 2048, 7005, 0.00, 649, 3189, 0.00, 647, 3155, 0.00, 646, 3140, 0.49, 647, 3155, 0.50, 647, 3155, 0.51, 647, 3155, 0.51, 647, 3155, 0.51, 647, 3155, 0.77, 647, 3155, 0.77, 646, 3140, 0.94, 647, 3155, 0.94, 647, 3155, 0.98
h_016, 2048, 7307, 0.00, 812, 4093, 0.00, 812, 4084, 0.00, 812, 4080, 0.10, 812, 4084, 0.11, 812, 4084, 0.11, 812, 4084, 0.12, 812, 4084, 0.12, 812, 4084, 0.18, 812, 4084, 0.19, 812, 4080, 0.24, 812, 4084, 0.24, 812, 4084, 0.26
h_017, 1024, 9737, 0.00, 849, 8652, 0.00, 849, 8620, 0.00, 849, 8620, 0.22, 849, 8620, 0.23, 849, 8620, 0.23, 849, 8620, 0.23, 849, 8620, 0.24, 849, 8620, 0.38, 849, 8620, 0.39, 849, 8620, 0.44, 849, 8620, 0.44, 849, 8620, 0.46
h_018, 1974, 9003, 0.00, 1813, 8747, 0.00, 494, 1787, 0.00, 494, 1787, 0.02, 494, 1787, 0.03, 494, 1787, 0.03, 494, 1787, 0.03, 494, 1787, 0.03, 494, 1787, 0.04, 494, 1787, 0.05, 494, 1787, 0.05, 494, 1787, 0.06, 494, 1787, 0.06
h_019, 1024, 10284, 0.00, 780, 8163, 0.00, 780, 8091, 0.01, 780, 8085, 0.64, 780, 8091, 0.65, 780, 8091, 0.66, 780, 8091, 0.67, 780, 8091, 0.68, 780, 8091, 1.11, 780, 8091, 1.13, 780, 8085, 1.49, 780, 8091, 1.50, 780, 8091, 1.55
h_020, 1024, 10743, 0.00, 916, 9908, 0.00, 916, 9887, 0.01, 916, 9883, 0.27, 916, 9887, 0.29, 916, 9887, 0.29, 916, 9887, 0.30, 916, 9887, 0.31, 916, 9887, 0.48, 916, 9887, 0.49, 916, 9883, 0.64, 916, 9887, 0.64, 916, 9887, 0.67
h_021, 2048, 10573, 0.00, 759, 5001, 0.00, 754, 4916, 0.01, 745, 4573, 0.48, 754, 4916, 0.48, 754, 4916, 0.49, 754, 4916, 0.49, 754, 4916, 0.50, 754, 4916, 0.66, 754, 4916, 0.67, 745, 4573, 1.03, 754, 4916, 1.03, 753, 4916, 1.07
h_022, 2048, 10584, 0.00, 744, 4739, 0.00, 743, 4687, 0.00, 743, 4671, 3.00, 743, 4687, 3.01, 743, 4687, 3.01, 743, 4687, 3.01, 743, 4687, 3.02, 743, 4687, 4.45, 743, 4687, 4.46, 743, 4671, 5.66, 743, 4687, 5.67, 743, 4687, 6.02
h_023, 2048, 11098, 0.00, 1135, 7565, 0.00, 1135, 7543, 0.01, 1135, 7541, 0.19, 1135, 7543, 0.20, 1135, 7543, 0.20, 1135, 7543, 0.21, 1135, 7543, 0.21, 1135, 7543, 0.29, 1135, 7543, 0.30, 1135, 7541, 0.38, 1135, 7543, 0.38, 1135, 7543, 0.40
h_024, 2650, 12400, 0.00, 2491, 12136, 0.00, 582, 2107, 0.00, 582, 2107, 0.03, 582, 2107, 0.03, 582, 2107, 0.03, 582, 2107, 0.04, 582, 2107, 0.04, 582, 2107, 0.06, 582, 2107, 0.06, 582, 2107, 0.07, 582, 2107, 0.07, 582, 2107, 0.07
h_025, 1024, 15102, 0.00, 924, 14061, 0.00, 924, 14019, 0.01, 924, 14003, 146.04, 924, 14019, 146.06, 924, 14019, 146.06, 924, 14019, 146.07, 924, 14019, 146.07, 924, 14019, 235.04, 924, 14019, 235.06, 924, 14004, 281.43, 924, 14019, 281.44, 924, 14019, 289.12
h_026, 2048, 14725, 0.00, 1190, 10365, 0.00, 1190, 10333, 0.01, 1190, 10322, 0.41, 1190, 10333, 0.42, 1190, 10333, 0.42, 1190, 10333, 0.43, 1190, 10333, 0.44, 1190, 10333, 0.62, 1190, 10333, 0.63, 1190, 10322, 0.81, 1190, 10333, 0.81, 1190, 10333, 0.83
h_027, 2048, 14738, 0.00, 1173, 10012, 0.00, 1173, 9973, 0.01, 1173, 9970, 0.69, 1173, 9973, 0.70, 1173, 9973, 0.71, 1173, 9973, 0.72, 1173, 9973, 0.73, 1173, 9973, 1.16, 1173, 9973, 1.17, 1173, 9970, 1.47, 1173, 9973, 1.47, 1173, 9973, 1.50
h_028, 3588, 16698, 0.00, 3363, 16356, 0.00, 770, 2842, 0.01, 770, 2842, 0.04, 770, 2842, 0.04, 770, 2842, 0.05, 770, 2842, 0.06, 770, 2842, 0.06, 770, 2842, 0.08, 770, 2842, 0.08, 770, 2842, 0.09, 770, 2842, 0.10, 770, 2842, 0.11
h_029, 1024, 19861, 0.00, 980, 18927, 0.00, 980, 18849, 0.01, 980, 18835, 2.66, 980, 18849, 2.69, 980, 18849, 2.71, 980, 18849, 2.73, 980, 18849, 2.75, 980, 18849, 3.75, 980, 18849, 3.78, 980, 18835, 5.17, 980, 18849, 5.18, 980, 18849, 5.33
h_030, 2048, 18851, 0.00, 1437, 14851, 0.00, 1437, 14831, 0.01, 1437, 14796, 0.62, 1437, 14831, 0.65, 1437, 14831, 0.66, 1437, 14831, 0.67, 1437, 14831, 0.68, 1437, 14831, 1.03, 1437, 14831, 1.05, 1437, 14796, 1.39, 1437, 14831, 1.40, 1437, 14831, 1.44
h_031, 2048, 18876, 0.00, 1477, 14855, 0.00, 1477, 14835, 0.01, 1477, 14834, 0.40, 1477, 14835, 0.42, 1477, 14835, 0.42, 1477, 14835, 0.43, 1477, 14835, 0.44, 1477, 14835, 0.61, 1477, 14835, 0.62, 1477, 14834, 0.80, 1477, 14835, 0.80, 1477, 14835, 0.83
h_032, 2048, 20942, 0.00, 1570, 17192, 0.00, 1570, 17087, 0.01, 1570, 16938, 0.49, 1570, 17087, 0.51, 1570, 17087, 0.52, 1570, 17087, 0.53, 1570, 17087, 0.54, 1570, 17087, 0.76, 1570, 17087, 0.77, 1570, 16938, 0.99, 1570, 17087, 1.00, 1570, 17087, 1.03
h_033, 6301, 20777, 0.00, 1281, 8374, 0.00, 1281, 8372, 0.01, 1281, 8372, 0.10, 1281, 8372, 0.11, 1281, 8372, 0.12, 1281, 8372, 0.12, 1281, 8372, 0.12, 1281, 8372, 0.18, 1281, 8372, 0.19, 1281, 8372, 0.22, 1281, 8372, 0.22, 1281, 8372, 0.23
h_034, 4983, 22602, 0.00, 4539, 21923, 0.00, 1248, 4501, 0.01, 1248, 4501, 0.07, 1248, 4501, 0.08, 1248, 4501, 0.09, 1248, 4501, 0.10, 1248, 4501, 0.11, 1248, 4501, 0.14, 1248, 4501, 0.16, 1248, 4501, 0.17, 1248, 4501, 0.18, 1248, 4501, 0.20
h_035, 7966, 30498, 0.00, 4524, 19788, 0.01, 1298, 4843, 0.02, 893, 2653, 0.05, 893, 2653, 0.08, 901, 2677, 0.10, 1296, 4823, 0.12, 1296, 4823, 0.14, 901, 2677, 0.16, 1298, 4843, 0.18, 1298, 4843, 0.19, 1288, 4799, 0.22, 1288, 4799, 0.25
h_036, 7957, 30671, 0.00, 4432, 19566, 0.01, 1501, 5564, 0.02, 942, 2866, 0.06, 942, 2866, 0.09, 1033, 3102, 0.11, 1501, 5564, 0.13, 1501, 5564, 0.14, 1032, 3095, 0.17, 1501, 5564, 0.18, 1501, 5564, 0.20, 1501, 5563, 0.21, 1501, 5563, 0.23
h_037, 7941, 30814, 0.00, 4533, 20374, 0.01, 1895, 7772, 0.04, 1293, 4184, 0.11, 1293, 4184, 0.17, 1293, 4184, 0.23, 1895, 7772, 0.27, 1895, 7772, 0.30, 1293, 4184, 0.36, 1895, 7772, 0.39, 1899, 7780, 0.42, 1895, 7772, 0.45, 1895, 7772, 0.49
h_038, 10876, 39994, 0.00, 2828, 17096, 0.01, 2828, 17090, 0.01, 2828, 17090, 0.25, 2828, 17090, 0.28, 2828, 17090, 0.29, 2828, 17090, 0.31, 2828, 17090, 0.33, 2828, 17090, 0.51, 2828, 17090, 0.53, 2828, 17090, 0.63, 2828, 17090, 0.65, 2828, 17090, 0.69
h_039, 9473, 43691, 0.00, 8814, 42698, 0.01, 2302, 8422, 0.02, 2302, 8422, 0.13, 2302, 8422, 0.15, 2302, 8422, 0.17, 2302, 8422, 0.18, 2302, 8422, 0.20, 2302, 8422, 0.27, 2302, 8422, 0.29, 2302, 8422, 0.33, 2302, 8422, 0.34, 2302, 8422, 0.37
h_040, 8124, 45091, 0.00, 5893, 36331, 0.01, 2560, 12012, 0.07, 1968, 7469, 0.25, 1970, 7509, 0.39, 1996, 7699, 0.51, 2366, 10442, 0.65, 2342, 10332, 0.81, 1989, 7614, 0.96, 2560, 11995, 1.08, 2560, 11982, 1.19, 2506, 11649, 1.32, 2506, 11652, 1.45
h_041, 8111, 45139, 0.00, 6046, 37138, 0.01, 2902, 14332, 0.08, 2099, 8371, 0.34, 2105, 8432, 0.59, 2181, 8959, 0.74, 2641, 12410, 0.85, 2636, 12375, 0.97, 2112, 8562, 1.12, 2902, 14323, 1.20, 2844, 14003, 1.29, 2777, 13676, 1.39, 2804, 13786, 1.49
h_042, 8128, 45262, 0.00, 5960, 36707, 0.01, 2722, 13340, 0.07, 2076, 8129, 0.30, 2077, 8160, 0.47, 2102, 8460, 0.60, 2475, 11503, 0.70, 2474, 11489, 0.81, 2084, 8274, 0.92, 2722, 13315, 1.00, 2722, 13285, 1.07, 2672, 12977, 1.16, 2672, 12967, 1.25
h_043, 8113, 50901, 0.00, 5593, 38208, 0.01, 1893, 10024, 0.06, 936, 3009, 0.17, 941, 3054, 0.28, 985, 3325, 0.38, 1568, 7488, 0.45, 1568, 7482, 0.53, 962, 3239, 0.61, 1893, 10024, 0.66, 1893, 10021, 0.72, 1815, 9361, 0.78, 1793, 9172, 0.84
h_044, 8119, 51806, 0.00, 5349, 33424, 0.01, 728, 3395, 0.02, 336, 788, 0.06, 336, 788, 0.12, 389, 917, 0.17, 702, 3152, 0.20, 702, 3152, 0.24, 389, 917, 0.28, 728, 3395, 0.31, 728, 3395, 0.34, 720, 3341, 0.37, 720, 3343, 0.41
h_045, 8092, 54189, 0.00, 6342, 46146, 0.01, 4918, 30031, 0.16, 4272, 22504, 1.57, 4387, 24475, 2.20, 4555, 26248, 2.51, 4666, 27466, 2.78, 4579, 26963, 3.26, 4377, 24863, 3.55, 4877, 29363, 3.78, 4723, 27189, 4.07, 4818, 29337, 4.28, 4823, 29402, 4.55
h_046, 8088, 54350, 0.00, 6178, 45806, 0.01, 4624, 29188, 0.14, 3939, 21885, 1.58, 4112, 23782, 2.40, 4320, 25991, 2.84, 4288, 25802, 3.25, 4171, 25129, 3.71, 4003, 23466, 4.14, 4571, 28420, 4.46, 4317, 25575, 4.96, 4576, 28764, 5.26, 4498, 28196, 5.63
h_047, 8071, 54807, 0.00, 6200, 46828, 0.01, 4838, 30779, 0.13, 4240, 23686, 1.58, 4479, 26562, 2.18, 4595, 27897, 2.45, 4636, 28627, 2.68, 4544, 28173, 2.99, 4407, 26491, 3.25, 4824, 30471, 3.42, 4657, 28250, 3.67, 4807, 30472, 3.83, 4776, 30339, 4.14
h_048, 8073, 54891, 0.00, 6281, 47073, 0.01, 5088, 32578, 0.13, 4388, 24732, 1.87, 4607, 27396, 2.60, 4745, 29106, 2.89, 4747, 29128, 3.20, 4641, 28388, 3.50, 4515, 27108, 3.87, 4930, 31327, 4.14, 4758, 28931, 4.52, 5058, 32227, 4.71, 4994, 31905, 4.92
h_049, 8099, 57468, 0.00, 5550, 39687, 0.01, 813, 3884, 0.05, 427, 1065, 0.12, 427, 1065, 0.17, 440, 1136, 0.21, 770, 3504, 0.25, 770, 3504, 0.28, 428, 1078, 0.32, 813, 3884, 0.34, 813, 3884, 0.37, 807, 3814, 0.40, 795, 3763, 0.43
h_050, 22687, 54705, 0.00, 3168, 15637, 0.01, 3166, 15621, 0.02, 3166, 15621, 0.20, 3166, 15621, 0.22, 3166, 15621, 0.23, 3166, 15621, 0.24, 3166, 15621, 0.25, 3166, 15621, 0.35, 3166, 15621, 0.37, 3166, 15621, 0.43, 3166, 15621, 0.44, 3166, 15621, 0.46
h_051, 8170, 71995, 0.00, 6451, 61092, 0.01, 4061, 30029, 0.18, 2721, 15217, 1.40, 2791, 16119, 2.12, 3003, 18224, 2.63, 3343, 21307, 2.98, 3307, 21023, 3.51, 2798, 16280, 3.92, 4034, 29583, 4.14, 3949, 28222, 4.37, 3936, 28539, 4.60, 3881, 28171, 4.83
h_052, 8171, 72700, 0.00, 6488, 61472, 0.01, 3958, 28691, 0.18, 2564, 14057, 1.30, 2657, 15343, 2.33, 2841, 17293, 3.00, 3254, 20460, 3.63, 3213, 19955, 4.15, 2619, 14972, 4.46, 3932, 28456, 4.68, 3859, 27103, 4.92, 3752, 27038, 5.25, 3657, 26061, 5.56
h_053, 8178, 73399, 0.00, 6648, 62965, 0.01, 4208, 30717, 0.18, 2800, 15331, 1.19, 2924, 16963, 1.91, 3120, 18722, 2.37, 3496, 22190, 2.70, 3467, 21888, 3.25, 2867, 16153, 3.60, 4204, 30571, 3.81, 4049, 28150, 4.03, 4135, 30111, 4.25, 4021, 28911, 4.52
h_054, 14882, 67834, 0.00, 13640, 65884, 0.01, 3732, 13600, 0.03, 3732, 13600, 0.23, 3732, 13600, 0.27, 3732, 13600, 0.29, 3732, 13600, 0.32, 3732, 13600, 0.35, 3732, 13600, 0.46, 3732, 13600, 0.49, 3732, 13600, 0.56, 3732, 13600, 0.59, 3732, 13600, 0.63
h_055, 15268, 74339, 0.00, 14802, 73681, 0.01, 2647, 9718, 0.03, 2647, 9718, 0.18, 2647, 9718, 0.21, 2647, 9718, 0.24, 2647, 9718, 0.26, 2647, 9718, 0.29, 2647, 9718, 0.38, 2647, 9718, 0.40, 2647, 9718, 0.46, 2647, 9718, 0.48, 2647, 9718, 0.52
h_056, 8185, 82550, 0.00, 5999, 56593, 0.01, 1943, 10996, 0.10, 1144, 4078, 0.29, 1144, 4082, 0.56, 1170, 4304, 0.80, 1548, 7162, 1.00, 1549, 7170, 1.21, 1149, 4192, 1.36, 1943, 10987, 1.47, 1914, 10657, 1.62, 1867, 10413, 1.78, 1859, 10295, 1.93
h_057, 8170, 83083, 0.00, 6168, 61851, 0.01, 2070, 12087, 0.09, 1182, 4542, 0.32, 1203, 4704, 0.51, 1237, 4967, 0.73, 1652, 7501, 1.00, 1634, 7410, 1.17, 1209, 4734, 1.33, 2068, 12064, 1.46, 2046, 11899, 1.61, 2016, 11638, 1.77, 1987, 11489, 1.92
h_058, 8185, 92304, 0.00, 7772, 89638, 0.01, 7581, 81402, 0.17, 7473, 78041, 3.20, 7503, 79792, 3.96, 7532, 80312, 4.30, 7532, 80269, 4.65, 7534, 80474, 5.13, 7497, 79998, 5.65, 7581, 81327, 5.90, 7568, 79837, 6.45, 7578, 81335, 6.68, 7580, 81392, 6.97
h_059, 7115, 103689, 0.00, 1109, 35582, 0.01, 1067, 32357, 0.05, 1065, 32162, 3.10, 1066, 32267, 3.23, 1066, 32269, 3.30, 1066, 32269, 3.37, 1067, 32357, 3.41, 1067, 32357, 3.59, 1067, 32355, 3.66, 1066, 32250, 5.67, 1067, 32357, 5.73, 1067, 32357, 6.08
h_060, 8190, 110532, 0.00, 6408, 85910, 0.01, 4080, 36777, 0.24, 2408, 14238, 2.53, 2619, 17234, 3.87, 3022, 20908, 4.60, 3016, 21396, 5.25, 2937, 20463, 5.98, 2476, 16109, 6.62, 3966, 35571, 7.18, 3702, 30034, 7.66, 3949, 35426, 8.15, 3679, 32200, 8.69
h_061, 8183, 112798, 0.00, 6468, 87485, 0.01, 4174, 38212, 0.26, 2495, 14569, 2.08, 2664, 16883, 4.04, 2960, 20105, 5.02, 3046, 21337, 6.15, 2935, 20187, 7.27, 2542, 15712, 7.70, 4155, 37588, 8.04, 3664, 29506, 8.50, 4084, 37035, 8.98, 3741, 32025, 9.39
h_062, 16309, 104900, 0.00, 13666, 93253, 0.01, 8524, 46712, 0.20, 6560, 29814, 1.34, 6564, 29869, 2.22, 6699, 30923, 2.87, 7970, 41853, 3.38, 7971, 41845, 3.90, 6605, 30226, 4.45, 8524, 46660, 4.77, 8499, 46413, 5.07, 8402, 45802, 5.31, 8378, 45667, 5.59
h_063, 36682, 88328, 0.00, 5041, 28001, 0.01, 5041, 27997, 0.03, 5041, 27997, 0.56, 5041, 27997, 0.61, 5041, 27997, 0.64, 5041, 27997, 0.67, 5041, 27997, 0.71, 5041, 27997, 1.05, 5041, 27997, 1.10, 5041, 27997, 1.24, 5041, 27997, 1.26, 5041, 27997, 1.30
h_064, 23131, 107151, 0.00, 21567, 104678, 0.03, 5371, 19656, 0.08, 5371, 19656, 0.48, 5371, 19656, 0.56, 5371, 19656, 0.62, 5371, 19656, 0.68, 5371, 19656, 0.74, 5371, 19656, 1.03, 5371, 19656, 1.11, 5371, 19656, 1.27, 5371, 19656, 1.31, 5371, 19656, 1.37
h_065, 26475, 106762, 0.00, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04, 6, 12, 0.04
h_066, 16357, 119886, 0.00, 15159, 114493, 0.01, 11023, 70020, 0.21, 8242, 40788, 1.15, 8242, 40793, 2.41, 8347, 41823, 3.40, 10686, 66215, 3.82, 10686, 66215, 4.13, 8296, 41379, 4.54, 11021, 69990, 4.79, 11021, 69985, 5.03, 10942, 69181, 5.36, 10929, 69092, 5.71
h_067, 8191, 138733, 0.00, 7974, 135505, 0.01, 7622, 110477, 0.29, 6827, 76468, 6.57, 7002, 85833, 9.49, 7189, 92284, 11.06, 7192, 91636, 13.19, 7138, 90562, 14.54, 6895, 83388, 15.29, 7601, 109597, 15.95, 7563, 100747, 16.62, 7609, 110019, 17.02, 7556, 108576, 21.22
h_068, 25678, 121390, 0.00, 24284, 119261, 0.02, 5397, 19780, 0.06, 5397, 19780, 0.38, 5397, 19780, 0.44, 5397, 19780, 0.48, 5397, 19780, 0.53, 5397, 19780, 0.58, 5397, 19780, 0.77, 5397, 19780, 0.82, 5397, 19780, 0.94, 5397, 19780, 0.98, 5397, 19780, 1.05
h_069, 8187, 156904, 0.00, 8118, 156328, 0.01, 8033, 143696, 0.32, 7917, 138586, 3.18, 7923, 139958, 4.96, 7942, 140975, 5.55, 7972, 141944, 5.94, 7983, 142409, 6.30, 7932, 140881, 6.83, 8025, 142999, 7.27, 8014, 141595, 7.93, 8026, 143477, 8.38, 8028, 143549, 8.91
h_070, 8192, 168293, 0.00, 8192, 168293, 0.01, 8192, 168293, 0.06, 8192, 168293, 1.90, 8192, 168293, 2.02, 8192, 168293, 2.08, 8192, 168293, 2.14, 8192, 168293, 2.20, 8192, 168293, 3.52, 8192, 168293, 3.70, 8192, 168293, 4.59, 8192, 168293, 4.68, 8192, 168293, 4.94
h_071, 8192, 168714, 0.00, 8185, 168612, 0.01, 8131, 143821, 0.17, 6846, 85142, 3.65, 6886, 86866, 6.71, 6983, 90503, 8.10, 7472, 108860, 9.23, 7464, 108574, 10.20, 6905, 88236, 10.92, 8131, 143423, 11.43, 8117, 140761, 11.82, 8109, 142654, 12.32, 8119, 142571, 12.68
h_072, 32078, 149020, 0.00, 29907, 145557, 0.03, 7308, 26795, 0.08, 7308, 26795, 0.62, 7308, 26795, 0.74, 7308, 26795, 0.82, 7308, 26795, 0.91, 7308, 26795, 0.99, 7308, 26795, 1.41, 7308, 26795, 1.51, 7308, 26795, 1.75, 7308, 26795, 1.80, 7308, 26795, 1.89
h_073, 16362, 166938, 0.00, 14889, 158137, 0.01, 14486, 145950, 0.33, 14201, 141104, 9.08, 14341, 143768, 11.48, 14398, 144444, 12.43, 14375, 144323, 13.53, 14360, 144402, 14.44, 14341, 144041, 16.65, 14484, 145807, 17.23, 14405, 143647, 18.76, 14482, 145928, 19.13, 14479, 145857, 20.01
h_074, 16370, 169955, 0.00, 14826, 156883, 0.01, 10383, 85143, 0.48, 6802, 40000, 4.22, 6988, 41743, 7.06, 7379, 45721, 8.91, 8643, 59602, 10.62, 8590, 58990, 12.33, 6964, 41890, 13.34, 10349, 84580, 14.03, 10255, 82444, 14.60, 10091, 82092, 15.57, 9997, 80867, 16.26
h_075, 34978, 169522, 0.00, 33733, 167746, 0.03, 6272, 22917, 0.08, 6272, 22917, 0.49, 6272, 22917, 0.57, 6272, 22917, 0.63, 6272, 22917, 0.70, 6272, 22917, 0.76, 6272, 22917, 1.01, 6272, 22917, 1.08, 6272, 22917, 1.24, 6272, 22917, 1.30, 6272, 22917, 1.39
h_076, 36705, 170621, 0.00, 34231, 166748, 0.03, 8543, 31076, 0.09, 8543, 31076, 0.64, 8543, 31076, 0.73, 8543, 31076, 0.79, 8543, 31076, 0.86, 8543, 31076, 0.93, 8543, 31076, 1.34, 8543, 31076, 1.45, 8543, 31076, 1.74, 8543, 31076, 1.84, 8543, 31076, 1.99
h_077, 62586, 147892, 0.00, 8094, 44445, 0.03, 8083, 44392, 0.08, 8083, 44392, 0.76, 8083, 44392, 0.83, 8083, 44392, 0.88, 8083, 44392, 0.94, 8083, 44392, 0.99, 8083, 44392, 1.38, 8083, 44392, 1.45, 8083, 44392, 1.70, 8083, 44392, 1.75, 8083, 44392, 1.84
